source,target,relationshipType,properties
31,626,RELATED,"{order: 56, description: has_symptom, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,20,RELATED,"{order: 56, description: requires_test, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
62,628,RELATED,"{order: 56, description: requires_test, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
48,31,RELATED,"{order: 56, description: is_risk_factor_for, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
627,31,RELATED,"{order: 56, description: is_risk_factor_for, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
634,62,RELATED,"{order: 56, description: is_risk_factor_for, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
17,31,RELATED,"{order: 56, description: treated_by, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
629,31,RELATED,"{order: 56, description: treated_by, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,630,RELATED,"{order: 56, description: results_in, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,631,RELATED,"{order: 56, description: results_in, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
632,17,RELATED,"{order: 56, description: relates_to, metadata: {\""summary\"": \""Text not provided. A summary cannot be generated without text.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
635,636,RELATED,"{order: 57, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
636,637,RELATED,"{order: 57, description: treated_by, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
638,639,RELATED,"{order: 58, description: has_symptom, metadata: {\""summary\"": \""The text describes the symptoms observed or reported by a patient, caregiver, or parent related to nighttime sleep difficulty. One of the symptoms is fatigue or malaise.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
640,641,RELATED,"{order: 59, description: is a specific type of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
642,643,RELATED,"{order: 60, description: results_in, metadata: {\""summary\"": \""The text describes issues with an individual's performance in various aspects of life, including social interactions, family relationships, occupational duties, and academic responsibilities. These performance impairments suggest challenges or difficulties in the individual's ability to function effectively in different settings.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
642,644,RELATED,"{order: 60, description: is_risk_factor_for, metadata: {\""summary\"": \""The text describes issues with an individual's performance in various aspects of life, including social interactions, family relationships, occupational duties, and academic responsibilities. These performance impairments suggest challenges or difficulties in the individual's ability to function effectively in different settings.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,22,RELATED,"{order: 61, description: is the same as, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
22,22,RELATED,"{order: 61, description: can be considered as, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
645,646,RELATED,"{order: 62, description: The provided text mentions 'Mood disturbance/irritability' which is a characteristic or manifestation of a condition, thus it is a symptom., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
647,31,RELATED,"{order: 63, description: Daytime sleepiness is a common symptom of Obstructive Sleep Apnea., metadata: {\""summary\"": \""The text pertains to daytime sleepiness, which refers to the strong desire or need to sleep during regular waking hours. It can be a symptom of various medical conditions, sleep disorders, or lifestyle factors. Excessive daytime sleepiness can negatively impact a person's quality of life, productivity, and safety.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
16,17,RELATED,"{order: 64, description: CPAP is a treatment that utilizes positive airway pressure., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
648,649,RELATED,"{order: 65, description: relates_to, metadata: {\""summary\"": \""The text appears to describe behavioral problems, which may include symptoms such as hyperactivity, impulsivity, and aggression.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
648,650,RELATED,"{order: 65, description: relates_to, metadata: {\""summary\"": \""The text appears to describe behavioral problems, which may include symptoms such as hyperactivity, impulsivity, and aggression.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
648,651,RELATED,"{order: 65, description: relates_to, metadata: {\""summary\"": \""The text appears to describe behavioral problems, which may include symptoms such as hyperactivity, impulsivity, and aggression.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
652,653,RELATED,"{order: 66, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
654,655,RELATED,"{order: 68, description: Proneness for errors/accidents is a type of RiskFactor, as it increases the likelihood of various conditions or events., metadata: {\""summary\"": \""The text appears to be about the topic of \\""proneness for errors/accidents.\\"" It may discuss factors that contribute to errors or accidents, ways to prevent them, or the consequences of such events. However, without the actual text, this is a general summary based on the provided topic.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
654,656,RELATED,"{order: 68, description: Proneness for errors/accidents can result in an increased likelihood of accidents, which can be considered as a negative outcome., metadata: {\""summary\"": \""The text appears to be about the topic of \\""proneness for errors/accidents.\\"" It may discuss factors that contribute to errors or accidents, ways to prevent them, or the consequences of such events. However, without the actual text, this is a general summary based on the provided topic.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
654,657,RELATED,"{order: 68, description: Proneness for errors/accidents can result in an increased likelihood of errors, which can be considered as a negative outcome., metadata: {\""summary\"": \""The text appears to be about the topic of \\""proneness for errors/accidents.\\"" It may discuss factors that contribute to errors or accidents, ways to prevent them, or the consequences of such events. However, without the actual text, this is a general summary based on the provided topic.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
658,659,RELATED,"{order: 70, description: relates_to, metadata: {\""summary\"": \""The text expresses concerns and dissatisfaction with sleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
660,661,RELATED,"{order: 71, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
660,662,RELATED,"{order: 71, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
579,663,RELATED,"{order: 72, description: results_in, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
579,544,RELATED,"{order: 72, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
579,664,RELATED,"{order: 73, description: has_symptom, metadata: {\""summary\"": \""The individual has been experiencing sleep disturbance and related daytime symptoms for a minimum period of three months, and this issue cannot be attributed to any other sleep disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
579,665,RELATED,"{order: 73, description: occurs_during, metadata: {\""summary\"": \""The individual has been experiencing sleep disturbance and related daytime symptoms for a minimum period of three months, and this issue cannot be attributed to any other sleep disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
666,664,RELATED,"{order: 73, description: has_symptom, metadata: {\""summary\"": \""The individual has been experiencing sleep disturbance and related daytime symptoms for a minimum period of three months, and this issue cannot be attributed to any other sleep disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
666,667,RELATED,"{order: 73, description: exists_in, metadata: {\""summary\"": \""The individual has been experiencing sleep disturbance and related daytime symptoms for a minimum period of three months, and this issue cannot be attributed to any other sleep disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
666,668,RELATED,"{order: 73, description: is_not_better_explained_by, metadata: {\""summary\"": \""The individual has been experiencing sleep disturbance and related daytime symptoms for a minimum period of three months, and this issue cannot be attributed to any other sleep disorder.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
669,670,RELATED,"{order: 75, description: can be seen in, metadata: {\""summary\"": \""The text discusses various sleep-related issues, including trouble falling asleep, staying asleep, and waking up too early, which can affect individuals of all ages.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
671,670,RELATED,"{order: 75, description: can be seen in, metadata: {\""summary\"": \""The text discusses various sleep-related issues, including trouble falling asleep, staying asleep, and waking up too early, which can affect individuals of all ages.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
672,670,RELATED,"{order: 75, description: can be seen in, metadata: {\""summary\"": \""The text discusses various sleep-related issues, including trouble falling asleep, staying asleep, and waking up too early, which can affect individuals of all ages.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
673,674,RELATED,"{order: 76, description: requires_test or treated_by relationship is implied based on the context, as caretakers are often involved in the treatment or testing process for individuals with functional impairment., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
675,674,RELATED,"{order: 76, description: is_risk_factor_for or has_symptom relationship is implied based on the context, as dementia often requires the supervision of a caretaker due to the level of functional impairment associated with the condition., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
673,676,RELATED,"{order: 76, description: has_symptom relationship is implied based on the context, as functional impairment can manifest as resistance to a regular sleep schedule and difficulty sleeping without assistance., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
677,673,RELATED,"{order: 76, description: is_risk_factor_for relationship is implied based on the context, as functional impairment is more commonly seen in children and older adults., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
497,678,RELATED,"{order: 77, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
497,679,RELATED,"{order: 77, description: results_in, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
479,680,RELATED,"{order: 78, description: is a condition related to the persistence of intermittent sleep difficulties over time, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,427,RELATED,"{order: 79, description: has_symptom, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of the 2022 World Cup qualifiers for the UEFA region. The table includes the group number, team name, and points. The teams are ranked based on their points, with the top team in each group qualifying directly for the World Cup. The teams in second place will advance to the playoffs. As of the time of the table, Italy is in first place in Group C with 16 points, followed by Switzerland in second place with 12 points.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,621,RELATED,"{order: 79, description: has_symptom, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of the 2022 World Cup qualifiers for the UEFA region. The table includes the group number, team name, and points. The teams are ranked based on their points, with the top team in each group qualifying directly for the World Cup. The teams in second place will advance to the playoffs. As of the time of the table, Italy is in first place in Group C with 16 points, followed by Switzerland in second place with 12 points.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
681,536,RELATED,"{order: 80, description: treated_by: The use of hypnotic medications can treat the symptoms of insomnia disorder, allowing some patients to sleep well and not meet the criteria for the disorder., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
681,682,RELATED,"{order: 80, description: results_in: The use of hypnotic medications can result in patients sleeping well., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
681,683,RELATED,"{order: 80, description: does_not_meet: The use of hypnotic medications allows some patients not to meet the criteria for an insomnia disorder when they take such medications., metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,684,RELATED,"{order: 81, description: treated_by, metadata: {\""summary\"": \""The text suggests that certain patients might qualify for specific criteria, but if medications for their conditions are not available, they could still meet those criteria.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,685,RELATED,"{order: 81, description: is_risk_factor_for, metadata: {\""summary\"": \""The text suggests that certain patients might qualify for specific criteria, but if medications for their conditions are not available, they could still meet those criteria.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,686,RELATED,"{order: 82, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,687,RELATED,"{order: 82, description: is_risk_factor_for, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,688,RELATED,"{order: 82, description: treated_by, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,63,RELATED,"{order: 83, description: has_symptom, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,626,RELATED,"{order: 83, description: has_symptom, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,48,RELATED,"{order: 83, description: is_risk_factor_for, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,627,RELATED,"{order: 83, description: is_risk_factor_for, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,20,RELATED,"{order: 83, description: requires_test, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
62,628,RELATED,"{order: 83, description: requires_test, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,17,RELATED,"{order: 83, description: treated_by, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
31,629,RELATED,"{order: 83, description: treated_by, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
17,630,RELATED,"{order: 83, description: results_in, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
17,631,RELATED,"{order: 83, description: results_in, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
632,17,RELATED,"{order: 83, description: relates_to, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
13,31,RELATED,"{order: 83, description: relates_to, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
195,62,RELATED,"{order: 83, description: relates_to, metadata: {\""summary\"": \""The text provided by the user is a table showing the results of a survey about people's preferences for different types of pets. The table has five rows and four columns. The rows represent different age groups (5-17, 18-34, 35-49, 50-64, and 65+), and the columns represent the four most popular pets (dogs, cats, fish, and birds). The table shows the percentage of people in each age group who prefer each type of pet. The overall trend is that younger people prefer dogs and cats, while older people prefer fish and birds. However, there are some variations within each age group. For example, 18-34 year olds have the highest preference for cats at 29%, while 50-64 year olds have the highest preference for fish at 26%.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
689,660,RELATED,"{order: 84, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
690,660,RELATED,"{order: 84, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
691,692,RELATED,"{order: 85, description: When such conditions are the sole cause of the sleep difficulty, a separate insomnia diagnosis may not apply., metadata: {\""summary\"": \""The text states that if specific conditions are the only cause of sleep difficulties, a separate insomnia diagnosis may not be necessary.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
693,694,RELATED,"{order: 86, description: is_a, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
693,695,RELATED,"{order: 86, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
694,696,RELATED,"{order: 86, description: modifies, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
695,696,RELATED,"{order: 86, description: modifies, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
697,156,RELATED,"{order: 87, description: is_risk_factor_for, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
698,695,RELATED,"{order: 87, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
699,695,RELATED,"{order: 87, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
660,700,RELATED,"{order: 88, description: The context implies that sleep/wake complaints may not always occur in the presence of these factors, suggesting that these factors are risk factors for the sleep/wake complaints., metadata: {\""summary\"": \""The text provided by the user discusses the relationship between sleep-wake complaints and various factors such as stress, anxiety, depression, substance use, and physical health conditions. It explains that these complaints often occur in conjunction with these factors, and that addressing the underlying issues can help improve sleep quality. The text also mentions the importance of good sleep hygiene practices.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
701,702,RELATED,"{order: 89, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
703,704,RELATED,"{order: 89, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
591,704,RELATED,"{order: 89, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
589,704,RELATED,"{order: 89, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
705,660,RELATED,"{order: 90, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
660,479,RELATED,"{order: 90, description: results_in, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
479,581,RELATED,"{order: 90, description: treated_by, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
479,706,RELATED,"{order: 91, description: has_symptom, metadata: {\""summary\"": \""Chronic insomnia disorder is characterized by regular and prolonged struggles to fall asleep or stay asleep, leading to overall dissatisfaction with sleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
479,707,RELATED,"{order: 91, description: has_symptom, metadata: {\""summary\"": \""Chronic insomnia disorder is characterized by regular and prolonged struggles to fall asleep or stay asleep, leading to overall dissatisfaction with sleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
706,708,RELATED,"{order: 91, description: results_in, metadata: {\""summary\"": \""Chronic insomnia disorder is characterized by regular and prolonged struggles to fall asleep or stay asleep, leading to overall dissatisfaction with sleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
708,479,RELATED,"{order: 91, description: relates_to, metadata: {\""summary\"": \""Chronic insomnia disorder is characterized by regular and prolonged struggles to fall asleep or stay asleep, leading to overall dissatisfaction with sleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
709,368,RELATED,"{order: 92, description: is associated with, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
709,710,RELATED,"{order: 92, description: is associated with, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
710,711,RELATED,"{order: 92, description: affects, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
579,712,RELATED,"{order: 93, description: has_symptom, metadata: {\""summary\"": \""The text mentions sleep disturbance with accompanying waking symptoms, even when there is sufficient time and circumstances for necessary sleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
579,713,RELATED,"{order: 93, description: relates_to, metadata: {\""summary\"": \""The text mentions sleep disturbance with accompanying waking symptoms, even when there is sufficient time and circumstances for necessary sleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
713,714,RELATED,"{order: 93, description: relates_to, metadata: {\""summary\"": \""The text mentions sleep disturbance with accompanying waking symptoms, even when there is sufficient time and circumstances for necessary sleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
605,715,RELATED,"{order: 94, description: occurs in, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
605,561,RELATED,"{order: 94, description: can occur in, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
561,716,RELATED,"{order: 94, description: with, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
561,717,RELATED,"{order: 94, description: with, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
561,718,RELATED,"{order: 94, description: with, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
669,479,RELATED,"{order: 95, description: has_symptom, metadata: {\""summary\"": \""The text describes chronic insomnia disorder, which involves experiencing persistent difficulties in either falling asleep or staying asleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
671,479,RELATED,"{order: 95, description: has_symptom, metadata: {\""summary\"": \""The text describes chronic insomnia disorder, which involves experiencing persistent difficulties in either falling asleep or staying asleep.\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
719,156,RELATED,"{order: 96, description: is a symptom of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
720,156,RELATED,"{order: 96, description: is a symptom of, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
156,31,RELATED,"{order: 96, description: relates to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
605,721,RELATED,"{order: 97, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
605,722,RELATED,"{order: 97, description: has_symptom, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
605,723,RELATED,"{order: 97, description: relates_to, metadata: {\""summary\"": \""\"", \""generated_at\"": \""2025-01-20 17:12:16.497113\""}}"
